FECDEF_ano;provincia;sexo;gr_edad;pob;trienio
2015;58;0;POB3539;47513;T7
2015;62;0;POB3539;52429;T7
2015;66;0;POB3539;89916;T7
2015;70;0;POB3539;51051;T7
2015;74;0;POB3539;34785;T7
2015;78;0;POB3539;27412;T7
2015;82;0;POB3539;250957;T7
2015;86;0;POB3539;63335;T7
2015;90;0;POB3539;114455;T7
2015;94;0;POB3539;12891;T7
2015;0;1;POB3539;1531313;T7
2015;2;1;POB3539;113058;T7
2015;6;1;POB3539;596585;T7
2015;10;1;POB3539;14336;T7
2015;14;1;POB3539;127946;T7
2015;18;1;POB3539;33334;T7
2015;22;1;POB3539;36787;T7
2015;26;1;POB3539;23298;T7
2015;30;1;POB3539;45691;T7
2015;34;1;POB3539;17409;T7
2015;38;1;POB3539;26324;T7
2015;42;1;POB3539;12058;T7
2015;46;1;POB3539;13557;T7
2015;50;1;POB3539;64945;T7
2015;54;1;POB3539;37477;T7
2015;58;1;POB3539;23462;T7
2015;62;1;POB3539;25799;T7
2015;66;1;POB3539;43672;T7
2015;70;1;POB3539;25520;T7
2015;74;1;POB3539;17271;T7
2015;78;1;POB3539;14371;T7
2015;82;1;POB3539;124517;T7
2015;86;1;POB3539;30852;T7
2015;90;1;POB3539;56385;T7
2015;94;1;POB3539;6659;T7
2015;0;2;POB3539;1568522;T7
2015;2;2;POB3539;119149;T7
2015;6;2;POB3539;607985;T7
2015;10;2;POB3539;14501;T7
2015;14;2;POB3539;129463;T7
2015;18;2;POB3539;35669;T7
2015;22;2;POB3539;38901;T7
2015;26;2;POB3539;22553;T7
2015;30;2;POB3539;46768;T7
2015;34;2;POB3539;18777;T7
2015;38;2;POB3539;27128;T7
2015;42;2;POB3539;12094;T7
2015;46;2;POB3539;13820;T7
2015;50;2;POB3539;66598;T7
2015;54;2;POB3539;38880;T7
2015;58;2;POB3539;24051;T7
2015;62;2;POB3539;26630;T7
2015;66;2;POB3539;46244;T7
2015;70;2;POB3539;25531;T7
2015;74;2;POB3539;17514;T7
2015;78;2;POB3539;13041;T7
2015;82;2;POB3539;126440;T7
2015;86;2;POB3539;32483;T7
2015;90;2;POB3539;58070;T7
2015;94;2;POB3539;6232;T7
2016;0;0;POB3539;3130524;T7
2016;2;0;POB3539;232409;T7
2016;6;0;POB3539;1212809;T7
2016;10;0;POB3539;28945;T7
2016;14;0;POB3539;260539;T7
2016;18;0;POB3539;69662;T7
2016;22;0;POB3539;76901;T7
2016;26;0;POB3539;47009;T7
2016;30;0;POB3539;93420;T7
2016;34;0;POB3539;36335;T7
2016;38;0;POB3539;54002;T7
2016;42;0;POB3539;24390;T7
2016;46;0;POB3539;27758;T7
2016;50;0;POB3539;133093;T7
2016;54;0;POB3539;77441;T7
2016;58;0;POB3539;47888;T7
2016;62;0;POB3539;53248;T7
2016;66;0;POB3539;91118;T7
2016;70;0;POB3539;51463;T7
2016;74;0;POB3539;35154;T7
2016;78;0;POB3539;28517;T7
2016;82;0;POB3539;255130;T7
2016;86;0;POB3539;63991;T7
2016;90;0;POB3539;115919;T7
2016;94;0;POB3539;13383;T7
2016;0;1;POB3539;1547524;T7
2016;2;1;POB3539;113211;T7
2016;6;1;POB3539;601191;T7
2016;10;1;POB3539;14394;T7
2016;14;1;POB3539;129541;T7
2016;18;1;POB3539;33715;T7
2016;22;1;POB3539;37345;T7
2016;26;1;POB3539;23960;T7
2016;30;1;POB3539;46148;T7
2016;34;1;POB3539;17456;T7
2016;38;1;POB3539;26601;T7
2016;42;1;POB3539;12170;T7
2016;46;1;POB3539;13760;T7
2016;50;1;POB3539;65873;T7
2016;54;1;POB3539;37969;T7
2016;58;1;POB3539;23640;T7
2016;62;1;POB3539;26225;T7
2016;66;1;POB3539;44271;T7
2016;70;1;POB3539;25742;T7
2016;74;1;POB3539;17433;T7
2016;78;1;POB3539;14952;T7
2016;82;1;POB3539;126769;T7
2016;86;1;POB3539;31080;T7
2016;90;1;POB3539;57142;T7
2016;94;1;POB3539;6936;T7
2016;0;2;POB3539;1583000;T7
2016;2;2;POB3539;119198;T7
2016;6;2;POB3539;611618;T7
2016;10;2;POB3539;14551;T7
2016;14;2;POB3539;130998;T7
2016;18;2;POB3539;35947;T7
2016;22;2;POB3539;39556;T7
2016;26;2;POB3539;23049;T7
2016;30;2;POB3539;47272;T7
2016;34;2;POB3539;18879;T7
2016;38;2;POB3539;27401;T7
2016;42;2;POB3539;12220;T7
2016;46;2;POB3539;13998;T7
2016;50;2;POB3539;67220;T7
2016;54;2;POB3539;39472;T7
2016;58;2;POB3539;24248;T7
2016;62;2;POB3539;27023;T7
2016;66;2;POB3539;46847;T7
2016;70;2;POB3539;25721;T7
2016;74;2;POB3539;17721;T7
2016;78;2;POB3539;13565;T7
2016;82;2;POB3539;128361;T7
2016;86;2;POB3539;32911;T7
2016;90;2;POB3539;58777;T7
2016;94;2;POB3539;6447;T7
2017;0;0;POB3539;3142130;T7
2017;0;1;POB3539;1554318;T7
2017;0;2;POB3539;1587812;T7
2017;2;0;POB3539;231768;T7
2017;2;1;POB3539;112904;T7
2017;2;2;POB3539;118864;T7
2017;6;0;POB3539;1213512;T7
2017;6;1;POB3539;602177;T7
2017;6;2;POB3539;611335;T7
2017;10;0;POB3539;28796;T7
2017;10;1;POB3539;14339;T7
2017;10;2;POB3539;14457;T7
2017;14;0;POB3539;262124;T7
2017;14;1;POB3539;130362;T7
2017;14;2;POB3539;131762;T7
2017;18;0;POB3539;69942;T7
2017;18;1;POB3539;33908;T7
2017;18;2;POB3539;36034;T7
2017;22;0;POB3539;77640;T7
2017;22;1;POB3539;37654;T7
2017;22;2;POB3539;39986;T7
2017;26;0;POB3539;47803;T7
2017;26;1;POB3539;24416;T7
2017;26;2;POB3539;23387;T7
2017;30;0;POB3539;93865;T7
2017;30;1;POB3539;46364;T7
2017;30;2;POB3539;47501;T7
2017;34;0;POB3539;36238;T7
2017;34;1;POB3539;17377;T7
2017;34;2;POB3539;18861;T7
2017;38;0;POB3539;54123;T7
2017;38;1;POB3539;26650;T7
2017;38;2;POB3539;27473;T7
2017;42;0;POB3539;24517;T7
2017;42;1;POB3539;12220;T7
2017;42;2;POB3539;12297;T7
2017;46;0;POB3539;27907;T7
2017;46;1;POB3539;13854;T7
2017;46;2;POB3539;14053;T7
2017;50;0;POB3539;134044;T7
2017;50;1;POB3539;66513;T7
2017;50;2;POB3539;67531;T7
2017;54;0;POB3539;78124;T7
2017;54;1;POB3539;38263;T7
2017;54;2;POB3539;39861;T7
2017;58;0;POB3539;48026;T7
2017;58;1;POB3539;23700;T7
2017;58;2;POB3539;24326;T7
2017;62;0;POB3539;53760;T7
2017;62;1;POB3539;26522;T7
2017;62;2;POB3539;27238;T7
2017;66;0;POB3539;91804;T7
2017;66;1;POB3539;44611;T7
2017;66;2;POB3539;47193;T7
2017;70;0;POB3539;51677;T7
2017;70;1;POB3539;25853;T7
2017;70;2;POB3539;25824;T7
2017;74;0;POB3539;35246;T7
2017;74;1;POB3539;17457;T7
2017;74;2;POB3539;17789;T7
2017;78;0;POB3539;29428;T7
2017;78;1;POB3539;15421;T7
2017;78;2;POB3539;14007;T7
2017;82;0;POB3539;257532;T7
2017;82;1;POB3539;128157;T7
2017;82;2;POB3539;129375;T7
2017;86;0;POB3539;64183;T7
2017;86;1;POB3539;31094;T7
2017;86;2;POB3539;33089;T7
2017;90;0;POB3539;116272;T7
2017;90;1;POB3539;57338;T7
2017;90;2;POB3539;58934;T7
2017;94;0;POB3539;13799;T7
2017;94;1;POB3539;7164;T7
2017;94;2;POB3539;6635;T7
2018;0;0;POB3539;3142485;T4
2018;0;1;POB3539;1555594;T4
2018;0;2;POB3539;1586891;T4
2018;2;0;POB3539;230684;T4
2018;2;1;POB3539;112354;T4
2018;2;2;POB3539;118330;T4
2018;6;0;POB3539;1210386;T4
2018;6;1;POB3539;601354;T4
2018;6;2;POB3539;609032;T4
2018;10;0;POB3539;28490;T4
2018;10;1;POB3539;14207;T4
2018;10;2;POB3539;14283;T4
2018;14;0;POB3539;262746;T4
2018;14;1;POB3539;130713;T4
2018;14;2;POB3539;132033;T4
2018;18;0;POB3539;70016;T4
2018;18;1;POB3539;33997;T4
2018;18;2;POB3539;36019;T4
2018;22;0;POB3539;78048;T4
2018;22;1;POB3539;37800;T4
2018;22;2;POB3539;40248;T4
2018;26;0;POB3539;48339;T4
2018;26;1;POB3539;24724;T4
2018;26;2;POB3539;23615;T4
2018;30;0;POB3539;93963;T4
2018;30;1;POB3539;46422;T4
2018;30;2;POB3539;47541;T4
2018;34;0;POB3539;35985;T4
2018;34;1;POB3539;17217;T4
2018;34;2;POB3539;18768;T4
2018;38;0;POB3539;53923;T4
2018;38;1;POB3539;26527;T4
2018;38;2;POB3539;27396;T4
2018;42;0;POB3539;24560;T4
2018;42;1;POB3539;12222;T4
2018;42;2;POB3539;12338;T4
2018;46;0;POB3539;27931;T4
2018;46;1;POB3539;13880;T4
2018;46;2;POB3539;14051;T4
2018;50;0;POB3539;134698;T4
2018;50;1;POB3539;67008;T4
2018;50;2;POB3539;67690;T4
2018;54;0;POB3539;78561;T4
2018;54;1;POB3539;38438;T4
2018;54;2;POB3539;40123;T4
2018;58;0;POB3539;48044;T4
2018;58;1;POB3539;23710;T4
2018;58;2;POB3539;24334;T4
2018;62;0;POB3539;54046;T4
2018;62;1;POB3539;26726;T4
2018;62;2;POB3539;27320;T4
2018;66;0;POB3539;92154;T4
2018;66;1;POB3539;44786;T4
2018;66;2;POB3539;47368;T4
2018;70;0;POB3539;51781;T4
2018;70;1;POB3539;25905;T4
2018;70;2;POB3539;25876;T4
2018;74;0;POB3539;35137;T4
2018;74;1;POB3539;17384;T4
2018;74;2;POB3539;17753;T4
2018;78;0;POB3539;30181;T4
2018;78;1;POB3539;15805;T4
2018;78;2;POB3539;14376;T4
2018;82;0;POB3539;258709;T4
2018;82;1;POB3539;128932;T4
2018;82;2;POB3539;129777;T4
2018;86;0;POB3539;64022;T4
2018;86;1;POB3539;30947;T4
2018;86;2;POB3539;33075;T4
2018;90;0;POB3539;115924;T4
2018;90;1;POB3539;57184;T4
2018;90;2;POB3539;58740;T4
2018;94;0;POB3539;14157;T4
2018;94;1;POB3539;7352;T4
2018;94;2;POB3539;6805;T4
2019;0;0;POB3539;3141871;T4
2019;0;1;POB3539;1556369;T4
2019;0;2;POB3539;1585502;T4
2019;2;0;POB3539;229679;T4
2019;2;1;POB3539;111850;T4
2019;2;2;POB3539;117829;T4
2019;6;0;POB3539;1208725;T4
2019;6;1;POB3539;601293;T4
2019;6;2;POB3539;607432;T4
2019;10;0;POB3539;28120;T4
2019;10;1;POB3539;14040;T4
2019;10;2;POB3539;14080;T4
2019;14;0;POB3539;263094;T4
2019;14;1;POB3539;130942;T4
2019;14;2;POB3539;132152;T4
2019;18;0;POB3539;70070;T4
2019;18;1;POB3539;34058;T4
2019;18;2;POB3539;36012;T4
2019;22;0;POB3539;78285;T4
2019;22;1;POB3539;37864;T4
2019;22;2;POB3539;40421;T4
2019;26;0;POB3539;48710;T4
2019;26;1;POB3539;24921;T4
2019;26;2;POB3539;23789;T4
2019;30;0;POB3539;93949;T4
2019;30;1;POB3539;46428;T4
2019;30;2;POB3539;47521;T4
2019;34;0;POB3539;35691;T4
2019;34;1;POB3539;17042;T4
2019;34;2;POB3539;18649;T4
2019;38;0;POB3539;53540;T4
2019;38;1;POB3539;26301;T4
2019;38;2;POB3539;27239;T4
2019;42;0;POB3539;24605;T4
2019;42;1;POB3539;12229;T4
2019;42;2;POB3539;12376;T4
2019;46;0;POB3539;27946;T4
2019;46;1;POB3539;13903;T4
2019;46;2;POB3539;14043;T4
2019;50;0;POB3539;135408;T4
2019;50;1;POB3539;67508;T4
2019;50;2;POB3539;67900;T4
2019;54;0;POB3539;78888;T4
2019;54;1;POB3539;38561;T4
2019;54;2;POB3539;40327;T4
2019;58;0;POB3539;48067;T4
2019;58;1;POB3539;23726;T4
2019;58;2;POB3539;24341;T4
2019;62;0;POB3539;54235;T4
2019;62;1;POB3539;26886;T4
2019;62;2;POB3539;27349;T4
2019;66;0;POB3539;92369;T4
2019;66;1;POB3539;44892;T4
2019;66;2;POB3539;47477;T4
2019;70;0;POB3539;51832;T4
2019;70;1;POB3539;25934;T4
2019;70;2;POB3539;25898;T4
2019;74;0;POB3539;34965;T4
2019;74;1;POB3539;17287;T4
2019;74;2;POB3539;17678;T4
2019;78;0;POB3539;30822;T4
2019;78;1;POB3539;16122;T4
2019;78;2;POB3539;14700;T4
2019;82;0;POB3539;259310;T4
2019;82;1;POB3539;129403;T4
2019;82;2;POB3539;129907;T4
2019;86;0;POB3539;63684;T4
2019;86;1;POB3539;30723;T4
2019;86;2;POB3539;32961;T4
2019;90;0;POB3539;115400;T4
2019;90;1;POB3539;56937;T4
2019;90;2;POB3539;58463;T4
2019;94;0;POB3539;14477;T4
2019;94;1;POB3539;7519;T4
2019;94;2;POB3539;6958;T4
2012;0;0;POB4044;2474125;T6
2012;2;0;POB4044;204834;T6
2012;6;0;POB4044;981033;T6
2012;10;0;POB4044;23744;T6
2012;14;0;POB4044;201189;T6
2012;18;0;POB4044;55696;T6
2012;22;0;POB4044;57068;T6
2012;26;0;POB4044;30235;T6
2012;30;0;POB4044;76504;T6
2012;34;0;POB4044;29944;T6
2012;38;0;POB4044;40317;T6
2012;42;0;POB4044;21489;T6
2012;46;0;POB4044;21773;T6
2012;50;0;POB4044;102711;T6
2012;54;0;POB4044;60077;T6
2012;58;0;POB4044;38048;T6
2012;62;0;POB4044;37223;T6
2012;66;0;POB4044;71532;T6
2012;70;0;POB4044;42694;T6
2012;74;0;POB4044;27929;T6
2012;78;0;POB4044;16447;T6
2012;82;0;POB4044;191446;T6
2012;86;0;POB4044;50034;T6
2012;90;0;POB4044;82507;T6
2012;94;0;POB4044;9651;T6
2012;0;1;POB4044;1230119;T6
2012;2;1;POB4044;100945;T6
2012;6;1;POB4044;485994;T6
2012;10;1;POB4044;12173;T6
2012;14;1;POB4044;100684;T6
2012;18;1;POB4044;27626;T6
2012;22;1;POB4044;28119;T6
2012;26;1;POB4044;15111;T6
2012;30;1;POB4044;38600;T6
2012;34;1;POB4044;14749;T6
2012;38;1;POB4044;20152;T6
2012;42;1;POB4044;10833;T6
2012;46;1;POB4044;11098;T6
2012;50;1;POB4044;49944;T6
2012;54;1;POB4044;30093;T6
2012;58;1;POB4044;18874;T6
2012;62;1;POB4044;18413;T6
2012;66;1;POB4044;35592;T6
2012;70;1;POB4044;21183;T6
2012;74;1;POB4044;14293;T6
2012;78;1;POB4044;8202;T6
2012;82;1;POB4044;95573;T6
2012;86;1;POB4044;25664;T6
2012;90;1;POB4044;41410;T6
2012;94;1;POB4044;4794;T6
2012;0;2;POB4044;1244006;T6
2012;2;2;POB4044;103889;T6
2012;6;2;POB4044;495039;T6
2012;10;2;POB4044;11571;T6
2012;14;2;POB4044;100505;T6
2012;18;2;POB4044;28070;T6
2012;22;2;POB4044;28949;T6
2012;26;2;POB4044;15124;T6
2012;30;2;POB4044;37904;T6
2012;34;2;POB4044;15195;T6
2012;38;2;POB4044;20165;T6
2012;42;2;POB4044;10656;T6
2012;46;2;POB4044;10675;T6
2012;50;2;POB4044;52767;T6
2012;54;2;POB4044;29984;T6
2012;58;2;POB4044;19174;T6
2012;62;2;POB4044;18810;T6
2012;66;2;POB4044;35940;T6
2012;70;2;POB4044;21511;T6
2012;74;2;POB4044;13636;T6
2012;78;2;POB4044;8245;T6
2012;82;2;POB4044;95873;T6
2012;86;2;POB4044;24370;T6
2012;90;2;POB4044;41097;T6
2012;94;2;POB4044;4857;T6
2013;0;0;POB4044;2528895;T6
2013;2;0;POB4044;198148;T6
2013;6;0;POB4044;1006951;T6
2013;10;0;POB4044;22968;T6
2013;14;0;POB4044;206692;T6
2013;18;0;POB4044;57410;T6
2013;22;0;POB4044;59987;T6
2013;26;0;POB4044;34431;T6
2013;30;0;POB4044;76549;T6
2013;34;0;POB4044;30922;T6
2013;38;0;POB4044;41547;T6
2013;42;0;POB4044;20576;T6
2013;46;0;POB4044;20830;T6
2013;50;0;POB4044;107002;T6
2013;54;0;POB4044;62228;T6
2013;58;0;POB4044;38934;T6
2013;62;0;POB4044;42540;T6
2013;66;0;POB4044;71735;T6
2013;70;0;POB4044;42238;T6
2013;74;0;POB4044;27889;T6
2013;78;0;POB4044;19137;T6
2013;82;0;POB4044;196251;T6
2013;86;0;POB4044;49442;T6
2013;90;0;POB4044;84901;T6
2013;94;0;POB4044;9587;T6
2013;0;1;POB4044;1240281;T6
2013;2;1;POB4044;94699;T6
2013;6;1;POB4044;495245;T6
2013;10;1;POB4044;11475;T6
2013;14;1;POB4044;101388;T6
2013;18;1;POB4044;27661;T6
2013;22;1;POB4044;29101;T6
2013;26;1;POB4044;17231;T6
2013;30;1;POB4044;37884;T6
2013;34;1;POB4044;14991;T6
2013;38;1;POB4044;20181;T6
2013;42;1;POB4044;10173;T6
2013;46;1;POB4044;10354;T6
2013;50;1;POB4044;52086;T6
2013;54;1;POB4044;30562;T6
2013;58;1;POB4044;19098;T6
2013;62;1;POB4044;21048;T6
2013;66;1;POB4044;34872;T6
2013;70;1;POB4044;20708;T6
2013;74;1;POB4044;13987;T6
2013;78;1;POB4044;9948;T6
2013;82;1;POB4044;96589;T6
2013;86;1;POB4044;24675;T6
2013;90;1;POB4044;41510;T6
2013;94;1;POB4044;4815;T6
2013;0;2;POB4044;1288614;T6
2013;2;2;POB4044;103449;T6
2013;6;2;POB4044;511706;T6
2013;10;2;POB4044;11493;T6
2013;14;2;POB4044;105304;T6
2013;18;2;POB4044;29749;T6
2013;22;2;POB4044;30886;T6
2013;26;2;POB4044;17200;T6
2013;30;2;POB4044;38665;T6
2013;34;2;POB4044;15931;T6
2013;38;2;POB4044;21366;T6
2013;42;2;POB4044;10403;T6
2013;46;2;POB4044;10476;T6
2013;50;2;POB4044;54916;T6
2013;54;2;POB4044;31666;T6
2013;58;2;POB4044;19836;T6
2013;62;2;POB4044;21492;T6
2013;66;2;POB4044;36863;T6
2013;70;2;POB4044;21530;T6
2013;74;2;POB4044;13902;T6
2013;78;2;POB4044;9189;T6
2013;82;2;POB4044;99662;T6
2013;86;2;POB4044;24767;T6
2013;90;2;POB4044;43391;T6
2013;94;2;POB4044;4772;T6
2014;0;0;POB4044;2607887;T6
2014;2;0;POB4044;204486;T6
2014;6;0;POB4044;1035671;T6
2014;10;0;POB4044;23820;T6
2014;14;0;POB4044;213316;T6
2014;18;0;POB4044;58609;T6
2014;22;0;POB4044;61558;T6
2014;26;0;POB4044;36042;T6
2014;30;0;POB4044;78829;T6
2014;34;0;POB4044;31413;T6
2014;38;0;POB4044;43359;T6
2014;42;0;POB4044;21047;T6
2014;46;0;POB4044;21663;T6
2014;50;0;POB4044;110638;T6
2014;54;0;POB4044;63916;T6
2014;58;0;POB4044;40286;T6
2014;62;0;POB4044;44008;T6
2014;66;0;POB4044;74241;T6
2014;70;0;POB4044;43840;T6
2014;74;0;POB4044;28807;T6
2014;78;0;POB4044;20253;T6
2014;82;0;POB4044;202192;T6
2014;86;0;POB4044;51407;T6
2014;90;0;POB4044;88448;T6
2014;94;0;POB4044;10038;T6
2014;0;1;POB4044;1279832;T6
2014;2;1;POB4044;97952;T6
2014;6;1;POB4044;509690;T6
2014;10;1;POB4044;11888;T6
2014;14;1;POB4044;104858;T6
2014;18;1;POB4044;28191;T6
2014;22;1;POB4044;29835;T6
2014;26;1;POB4044;18078;T6
2014;30;1;POB4044;39016;T6
2014;34;1;POB4044;15199;T6
2014;38;1;POB4044;21111;T6
2014;42;1;POB4044;10409;T6
2014;46;1;POB4044;10755;T6
2014;50;1;POB4044;53928;T6
2014;54;1;POB4044;31391;T6
2014;58;1;POB4044;19784;T6
2014;62;1;POB4044;21786;T6
2014;66;1;POB4044;36050;T6
2014;70;1;POB4044;21552;T6
2014;74;1;POB4044;14428;T6
2014;78;1;POB4044;10548;T6
2014;82;1;POB4044;99546;T6
2014;86;1;POB4044;25548;T6
2014;90;1;POB4044;43241;T6
2014;94;1;POB4044;5048;T6
2014;0;2;POB4044;1328055;T6
2014;2;2;POB4044;106534;T6
2014;6;2;POB4044;525981;T6
2014;10;2;POB4044;11932;T6
2014;14;2;POB4044;108458;T6
2014;18;2;POB4044;30418;T6
2014;22;2;POB4044;31723;T6
2014;26;2;POB4044;17964;T6
2014;30;2;POB4044;39813;T6
2014;34;2;POB4044;16214;T6
2014;38;2;POB4044;22248;T6
2014;42;2;POB4044;10638;T6
2014;46;2;POB4044;10908;T6
2014;50;2;POB4044;56710;T6
2014;54;2;POB4044;32525;T6
2014;58;2;POB4044;20502;T6
2014;62;2;POB4044;22222;T6
2014;66;2;POB4044;38191;T6
2014;70;2;POB4044;22288;T6
2014;74;2;POB4044;14379;T6
2014;78;2;POB4044;9705;T6
2014;82;2;POB4044;102646;T6
2014;86;2;POB4044;25859;T6
2014;90;2;POB4044;45207;T6
2014;94;2;POB4044;4990;T6
2015;0;0;POB4044;2692486;T7
2015;2;0;POB4044;209902;T7
2015;6;0;POB4044;1065341;T7
2015;10;0;POB4044;24765;T7
2015;14;0;POB4044;220850;T7
2015;18;0;POB4044;60061;T7
2015;22;0;POB4044;63482;T7
2015;26;0;POB4044;37818;T7
2015;30;0;POB4044;81318;T7
2015;34;0;POB4044;32038;T7
2015;38;0;POB4044;45290;T7
2015;42;0;POB4044;21575;T7
2015;46;0;POB4044;22618;T7
2015;50;0;POB4044;114468;T7
2015;54;0;POB4044;65828;T7
2015;58;0;POB4044;41700;T7
2015;62;0;POB4044;45606;T7
2015;66;0;POB4044;76935;T7
2015;70;0;POB4044;45405;T7
2015;74;0;POB4044;29850;T7
2015;78;0;POB4044;21508;T7
2015;82;0;POB4044;209424;T7
2015;86;0;POB4044;53543;T7
2015;90;0;POB4044;92625;T7
2015;94;0;POB4044;10536;T7
2015;0;1;POB4044;1322258;T7
2015;2;1;POB4044;100781;T7
2015;6;1;POB4044;524617;T7
2015;10;1;POB4044;12339;T7
2015;14;1;POB4044;108790;T7
2015;18;1;POB4044;28850;T7
2015;22;1;POB4044;30748;T7
2015;26;1;POB4044;19016;T7
2015;30;1;POB4044;40245;T7
2015;34;1;POB4044;15474;T7
2015;38;1;POB4044;22099;T7
2015;42;1;POB4044;10683;T7
2015;46;1;POB4044;11219;T7
2015;50;1;POB4044;55878;T7
2015;54;1;POB4044;32331;T7
2015;58;1;POB4044;20503;T7
2015;62;1;POB4044;22568;T7
2015;66;1;POB4044;37331;T7
2015;70;1;POB4044;22389;T7
2015;74;1;POB4044;14925;T7
2015;78;1;POB4044;11222;T7
2015;82;1;POB4044;103151;T7
2015;86;1;POB4044;26501;T7
2015;90;1;POB4044;45290;T7
2015;94;1;POB4044;5308;T7
2015;0;2;POB4044;1370228;T7
2015;2;2;POB4044;109121;T7
2015;6;2;POB4044;540724;T7
2015;10;2;POB4044;12426;T7
2015;14;2;POB4044;112060;T7
2015;18;2;POB4044;31211;T7
2015;22;2;POB4044;32734;T7
2015;26;2;POB4044;18802;T7
2015;30;2;POB4044;41073;T7
2015;34;2;POB4044;16564;T7
2015;38;2;POB4044;23191;T7
2015;42;2;POB4044;10892;T7
2015;46;2;POB4044;11399;T7
2015;50;2;POB4044;58590;T7
2015;54;2;POB4044;33497;T7
2015;58;2;POB4044;21197;T7
2015;62;2;POB4044;23038;T7
2015;66;2;POB4044;39604;T7
2015;70;2;POB4044;23016;T7
2015;74;2;POB4044;14925;T7
2015;78;2;POB4044;10286;T7
2015;82;2;POB4044;106273;T7
2015;86;2;POB4044;27042;T7
2015;90;2;POB4044;47335;T7
2015;94;2;POB4044;5228;T7
2016;0;0;POB4044;2781388;T7
2016;2;0;POB4044;214302;T7
2016;6;0;POB4044;1096284;T7
2016;10;0;POB4044;25754;T7
2016;14;0;POB4044;228975;T7
2016;18;0;POB4044;61715;T7
2016;22;0;POB4044;65726;T7
2016;26;0;POB4044;39739;T7
2016;30;0;POB4044;83913;T7
2016;34;0;POB4044;32797;T7
2016;38;0;POB4044;47272;T7
2016;42;0;POB4044;22149;T7
2016;46;0;POB4044;23664;T7
2016;50;0;POB4044;118361;T7
2016;54;0;POB4044;67910;T7
2016;58;0;POB4044;43132;T7
2016;62;0;POB4044;47295;T7
2016;66;0;POB4044;79732;T7
2016;70;0;POB4044;46874;T7
2016;74;0;POB4044;31001;T7
2016;78;0;POB4044;22885;T7
2016;82;0;POB4044;217735;T7
2016;86;0;POB4044;55771;T7
2016;90;0;POB4044;97309;T7
2016;94;0;POB4044;11093;T7
2016;0;1;POB4044;1366919;T7
2016;2;1;POB4044;103127;T7
2016;6;1;POB4044;540187;T7
2016;10;1;POB4044;12810;T7
2016;14;1;POB4044;113013;T7
2016;18;1;POB4044;29621;T7
2016;22;1;POB4044;31826;T7
2016;26;1;POB4044;20030;T7
2016;30;1;POB4044;41517;T7
2016;34;1;POB4044;15820;T7
2016;38;1;POB4044;23116;T7
2016;42;1;POB4044;10985;T7
2016;46;1;POB4044;11727;T7
2016;50;1;POB4044;57866;T7
2016;54;1;POB4044;33352;T7
2016;58;1;POB4044;21228;T7
2016;62;1;POB4044;23377;T7
2016;66;1;POB4044;38669;T7
2016;70;1;POB4044;23189;T7
2016;74;1;POB4044;15474;T7
2016;78;1;POB4044;11967;T7
2016;82;1;POB4044;107312;T7
2016;86;1;POB4044;27493;T7
2016;90;1;POB4044;47609;T7
2016;94;1;POB4044;5604;T7
2016;0;2;POB4044;1414469;T7
2016;2;2;POB4044;111175;T7
2016;6;2;POB4044;556097;T7
2016;10;2;POB4044;12944;T7
2016;14;2;POB4044;115962;T7
2016;18;2;POB4044;32094;T7
2016;22;2;POB4044;33900;T7
2016;26;2;POB4044;19709;T7
2016;30;2;POB4044;42396;T7
2016;34;2;POB4044;16977;T7
2016;38;2;POB4044;24156;T7
2016;42;2;POB4044;11164;T7
2016;46;2;POB4044;11937;T7
2016;50;2;POB4044;60495;T7
2016;54;2;POB4044;34558;T7
2016;58;2;POB4044;21904;T7
2016;62;2;POB4044;23918;T7
2016;66;2;POB4044;41063;T7
2016;70;2;POB4044;23685;T7
2016;74;2;POB4044;15527;T7
2016;78;2;POB4044;10918;T7
2016;82;2;POB4044;110423;T7
2016;86;2;POB4044;28278;T7
2016;90;2;POB4044;49700;T7
2016;94;2;POB4044;5489;T7
2017;0;0;POB4044;2871282;T7
2017;0;1;POB4044;1412178;T7
2017;0;2;POB4044;1459104;T7
2017;2;0;POB4044;217891;T7
2017;2;1;POB4044;105082;T7
2017;2;2;POB4044;112809;T7
2017;6;0;POB4044;1128053;T7
2017;6;1;POB4044;556196;T7
2017;6;2;POB4044;571857;T7
2017;10;0;POB4044;26733;T7
2017;10;1;POB4044;13274;T7
2017;10;2;POB4044;13459;T7
2017;14;0;POB4044;237208;T7
2017;14;1;POB4044;117271;T7
2017;14;2;POB4044;119937;T7
2017;18;0;POB4044;63440;T7
2017;18;1;POB4044;30447;T7
2017;18;2;POB4044;32993;T7
2017;22;0;POB4044;68121;T7
2017;22;1;POB4044;32989;T7
2017;22;2;POB4044;35132;T7
2017;26;0;POB4044;41732;T7
2017;26;1;POB4044;21089;T7
2017;26;2;POB4044;20643;T7
2017;30;0;POB4044;86485;T7
2017;30;1;POB4044;42769;T7
2017;30;2;POB4044;43716;T7
2017;34;0;POB4044;33622;T7
2017;34;1;POB4044;16202;T7
2017;34;2;POB4044;17420;T7
2017;38;0;POB4044;49186;T7
2017;38;1;POB4044;24097;T7
2017;38;2;POB4044;25089;T7
2017;42;0;POB4044;22733;T7
2017;42;1;POB4044;11294;T7
2017;42;2;POB4044;11439;T7
2017;46;0;POB4044;24749;T7
2017;46;1;POB4044;12256;T7
