CodProv,Ano,Sexo,Total,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-
50,2011,2,916366,16214,61963,74208,74718,78318,75926,69359,67313,60634,51824,48040,45822,44166,40205,33171,26033,20770,15312,8444,3136,790
50,2012,1,892249,17703,67049,78760,77646,80236,78633,71205,66912,60233,50395,44967,42287,39724,35769,28840,21044,14990,9578,4583,1436,259
50,2012,2,927359,16634,62962,74427,74362,77720,77041,70418,67620,62479,53270,48399,46104,44328,40973,34303,26792,20993,15486,8812,3370,866
50,2013,1,903547,17970,67965,79432,77653,79525,79661,72533,67402,62070,52086,45536,42618,39854,36253,29751,21724,15183,9728,4756,1549,298
50,2013,2,938266,16942,63838,74860,74178,76914,77907,71691,67779,64163,54916,48865,46442,44433,41621,35413,27657,21283,15650,9157,3597,960
50,2014,1,914741,18072,68715,80340,77794,78778,80359,73961,67904,63671,53928,46284,42984,39991,36638,30609,22477,15444,9878,4915,1654,345
50,2014,2,949068,17105,64583,75522,74108,76068,78444,73063,67985,65567,56710,49516,46796,44535,42143,36471,28612,21663,15818,9466,3822,1071
50,2015,1,925809,17884,69224,81644,78031,78144,80644,75420,68558,64945,55878,47262,43370,40177,36925,31388,23290,15783,10027,5060,1760,395
50,2015,2,959742,17004,65127,76563,74119,75317,78588,74440,68407,66598,58590,50419,47144,44675,42539,37446,29634,22148,16008,9727,4061,1188
50,2016,1,936753,17428,69503,83285,78355,77721,80501,76827,69451,65873,57866,48500,43777,40416,37140,32072,24138,16218,10174,5196,1870,442
50,2016,2,970292,16546,65413,78106,74207,74759,78322,75726,69152,67220,60495,51600,47479,44893,42813,38320,30700,22755,16219,9949,4307,1311
50,2017,1,947581,17012,69693,84756,78805,77538,80003,78084,70599,66513,59817,49981,44237,40716,37310,32652,24993,16742,10332,5332,1973,493
50,2017,2,980723,16119,65622,79526,74424,74401,77722,76836,70204,67531,62335,53039,47845,45188,42988,39081,31783,23470,16470,10148,4552,1439
50,2018,1,958274,16687,69750,85940,79473,77547,79299,79107,71923,67008,61644,51660,44806,41060,37466,33130,25833,17335,10523,5462,2077,544
50,2018,2,991019,15767,65714,80713,74856,74216,76913,77695,71474,67690,64012,54681,48316,45535,43113,39723,32846,24282,16772,10337,4789,1575
50,2019,1,968816,16473,69662,86791,80381,77688,78559,79804,73347,67508,63240,53485,45554,41436,37625,33523,26626,17989,10762,5595,2173,595
50,2019,2,1001166,15511,65679,81621,75517,74144,76067,78224,72839,67900,65412,56464,48970,45897,43235,40250,33860,25170,17148,10531,5011,1716
50,2020,1,979191,16449,69353,87112,81683,77927,77931,80089,74799,68166,64507,55419,46527,41834,37830,33823,27349,18695,11057,5728,2263,650
50,2020,2,1011147,15428,65445,82063,76557,74152,75312,78366,74212,68321,66443,58336,49872,46249,43392,40656,34797,26122,17608,10742,5203,1871
50,2021,1,989400,16601,68843,86936,83319,78254,77510,79947,76205,69056,65433,57389,47756,42250,38087,34055,27991,19429,11420,5859,2354,706
50,2021,2,1020963,15576,64953,81895,78094,74240,74749,78098,75491,69065,67066,60230,51048,46595,43624,40940,35646,27111,18167,10962,5380,2033
50,2022,1,999446,16726,68330,86712,84788,78701,77330,79456,77453,70204,66076,59325,49217,42714,38400,34249,28548,20168,11847,5999,2439,764
50,2022,2,1030615,15709,64452,81674,79515,74454,74388,77490,76596,70117,67378,62062,52482,46964,43930,41135,36386,28116,18811,11212,5549,2195
50,2023,1,1009317,16805,67841,86445,85969,79370,77339,78756,78475,71524,66569,61138,50875,43289,38755,34429,29010,20893,12325,6160,2528,822
50,2023,2,1040094,15800,63970,81416,80698,74882,74202,76676,77452,71385,67538,63731,54111,47440,44289,41279,37014,29107,19532,11498,5713,2361
50,2024,1,1019006,16831,67392,86144,86819,80274,77482,78019,79169,72944,67072,62722,52679,44033,39137,34611,29400,21587,12848,6347,2617,879
50,2024,2,1049390,15846,63521,81128,81601,75541,74123,75827,77980,72743,67751,65127,55880,48098,44657,41422,37533,30056,20318,11834,5881,2523
50,2025,1,1028506,16774,67025,85811,87139,81573,77719,77393,79456,74392,67730,63978,54589,44996,39541,34834,29708,22227,13405,6574,2707,935
50,2025,2,1058500,15819,63144,80809,82040,76581,74127,75065,78116,74117,68172,66153,57741,48996,45018,41592,37948,30932,21158,12232,6056,2684
50,2026,1,1037828,16640,66741,85454,86959,83206,78046,76974,79315,75794,68617,64901,56534,46205,39964,35107,29955,22796,13991,6839,2796,994
50,2026,2,1067431,15695,62872,80463,81874,78112,74207,74496,77847,75391,68915,66781,59619,50162,45374,41840,38238,31737,22028,12700,6239,2841
50,2027,1,1046983,16518,66461,85067,86730,84676,78487,76794,78828,77037,69764,65542,58445,47642,40429,35429,30166,23306,14575,7143,2892,1052
50,2027,2,1076195,15578,62606,80095,81652,79528,74414,74132,77237,76493,69962,67095,61440,51583,45750,42159,38449,32441,22916,13225,6446,2994
54,2010,1,556697,12192,48092,62360,64894,59556,46576,40583,38075,32837,28980,28019,25147,20976,16032,12022,8902,5988,3395,1445,491,135
54,2010,2,556582,11336,45271,59457,62524,58884,47602,41976,39332,33867,29813,28037,24634,20437,15965,12375,9829,7278,4610,2231,843,281
54,2011,1,564334,12469,48253,61591,64632,61217,48196,40778,38564,33859,29335,28101,25696,21659,16713,12371,9095,6139,3503,1514,509,140
54,2011,2,564464,11612,45389,58607,62116,60092,49005,42240,39921,34928,30301,28310,25311,21169,16658,12792,10063,7522,4828,2392,911,297
54,2012,1,571915,12706,48505,60935,64093,62440,50222,41103,38853,34900,29869,28104,26207,22298,17432,12776,9301,6296,3611,1589,528,147
54,2012,2,572274,11879,45602,57837,61492,60891,50732,42605,40307,36030,30922,28519,25955,21883,17381,13266,10307,7763,5042,2563,978,320
54,2013,1,579436,12904,48825,60403,63361,63242,52457,41629,39023,35895,30562,28098,26648,22904,18164,13240,9526,6459,3722,1669,549,156
54,2013,2,580009,12132,45893,57162,60709,61321,52608,43125,40564,37105,31666,28722,26539,22580,18125,13794,10574,8000,5254,2739,1048,349
54,2014,1,586884,13077,49185,59977,62528,63660,54685,42447,39139,36774,31391,28159,26988,23484,18893,13763,9779,6631,3835,1747,574,168
54,2014,2,587658,12372,46244,56581,59829,61439,54419,43883,40765,38078,32525,28980,27033,23266,18873,14375,10878,8229,5468,2909,1129,383
54,2015,1,594241,13237,49555,59631,61689,63728,56705,43627,39273,37477,32331,28357,27199,24055,19591,14352,10066,6802,3955,1826,605,180
54,2015,2,595205,12604,46621,56080,58943,61276,55999,44924,40981,38880,33497,29340,27413,23954,19609,15005,11226,8454,5685,3079,1219,416
54,2016,1,601518,12940,49657,60071,60923,63471,58362,45243,39476,37969,33352,28717,27301,24600,20255,14989,10392,6981,4084,1900,646,189
54,2016,2,602664,12311,46721,56480,58092,60874,57202,46330,41247,39472,34558,29830,27690,24628,20331,15675,11627,8677,5900,3245,1317,457
54,2017,1,608726,12653,49748,60565,60273,62937,59585,47263,39803,38263,34392,29256,27317,25115,20874,15667,10768,7168,4215,1978,686,200
54,2017,2,610045,12013,46826,56965,57324,60256,58003,48054,41613,39861,35660,30450,27907,25271,21032,16376,12079,8914,6110,3410,1425,496
54,2018,1,615846,12377,49814,61090,59739,62216,60387,49490,40334,38438,35385,29948,27330,25556,21467,16357,11192,7376,4350,2058,729,213
54,2018,2,617331,11718,46921,57507,56657,59470,58434,49928,42137,40123,36732,31193,28117,25854,21721,17096,12581,9168,6322,3577,1535,540
54,2019,1,622859,12109,49850,61629,59317,61386,60810,51711,41154,38561,36261,30776,27402,25906,22037,17041,11672,7605,4492,2139,772,229
54,2019,2,624503,11415,47003,58103,56072,58595,58555,51736,42897,40327,37702,32055,28379,26349,22399,17822,13133,9455,6527,3744,1643,592
54,2020,1,629747,11849,49862,62159,58974,60553,60888,53722,42333,38700,36967,31710,27614,26129,22595,17702,12208,7859,4635,2226,817,245
54,2020,2,631547,11114,47063,58713,55571,57714,58394,53316,43936,40547,38509,33021,28744,26730,23081,18536,13732,9781,6730,3917,1751,647
54,2021,1,636519,11893,49541,61970,59415,59792,60639,55375,43948,38905,37464,32728,27977,26249,23132,18333,12785,8144,4786,2317,861,265
54,2021,2,638473,11160,46752,58522,55975,56862,57998,54517,45340,40817,39102,34080,29233,27017,23746,19242,14364,10155,6933,4086,1861,711
54,2022,1,643186,11933,49202,61778,59911,59146,60112,56602,45957,39236,37764,33762,28521,26283,23640,18924,13400,8472,4942,2413,904,284
54,2022,2,645290,11205,46418,58334,56458,56099,57379,55318,47064,41187,39494,35177,29856,27240,24384,19920,15034,10571,7150,4253,1971,778
54,2023,1,649736,11970,48845,61574,60437,58618,59402,57404,48177,39771,37945,34751,29208,26318,24081,19492,14023,8839,5113,2512,950,306
54,2023,2,651987,11253,46066,58137,57002,55431,56599,55748,48936,41712,39760,36246,30598,27458,24961,20597,15716,11032,7379,4427,2081,848
54,2024,1,656159,12011,48481,61345,60976,58199,58583,57832,50390,40589,38077,35625,30031,26409,24434,20040,14646,9250,5301,2613,999,328
54,2024,2,658555,11311,45700,57916,57597,54851,55725,55870,50742,42473,39969,37213,31455,27727,25457,21261,16401,11543,7636,4591,2196,921
54,2025,1,662445,12051,48114,61100,61508,57860,57758,57920,52397,41767,38220,36330,30958,26633,24668,20579,15248,9710,5506,2716,1050,352
54,2025,2,664986,11372,45328,57678,58207,54348,54849,55712,52321,43513,40188,38018,32420,28095,25844,21925,17084,12094,7922,4759,2315,994
54,2026,1,668604,11965,47873,60829,61319,58300,57011,57677,54048,43378,38432,36831,31966,27001,24806,21099,15826,10200,5736,2826,1106,375
54,2026,2,671289,11292,45099,57412,58016,54755,53999,55318,53520,44916,40464,38612,33472,28587,26134,22577,17760,12671,8253,4926,2430,1076
54,2027,1,674645,11886,47629,60529,61128,58803,56369,57163,55274,45376,38767,37143,32986,27546,24859,21594,16371,10723,5998,2939,1160,402
54,2027,2,677472,11213,44866,57128,57827,55239,53236,54701,54321,46639,40838,39007,34563,29206,26364,23208,18405,13287,8617,5106,2544,1157
58,2010,1,284848,5828,22329,26658,26374,26732,24515,23213,23343,20596,17436,15864,14066,11923,9340,6597,4476,2895,1614,771,228,50
58,2010,2,287062,5429,21005,25379,25283,25774,23866,23455,23875,21166,18186,16661,14482,12195,9631,7025,5186,3816,2526,1351,580,191
58,2011,1,289679,5992,22782,26830,26312,26798,24930,23395,23520,21320,17903,16086,14376,12258,9738,6944,4686,3006,1685,804,258,56
58,2011,2,292041,5579,21412,25510,25190,25818,24128,23549,24072,21872,18660,16946,14913,12603,10093,7422,5418,3956,2650,1432,613,205
58,2012,1,294454,6127,23171,27045,26327,26728,25379,23639,23578,22012,18463,16299,14683,12581,10121,7316,4911,3126,1762,835,289,62
58,2012,2,296968,5715,21764,25663,25178,25722,24470,23652,24148,22561,19214,17203,15346,13004,10544,7848,5670,4108,2771,1519,645,223
58,2013,1,299165,6206,23485,27333,26407,26574,25809,23937,23580,22630,19098,16534,14976,12896,10487,7701,5157,3259,1843,867,315,71
58,2013,2,301838,5808,22053,25872,25228,25542,24834,23772,24157,23183,19836,17463,15768,13398,10987,8293,5947,4273,2888,1612,681,243
58,2014,1,303806,6221,23723,27697,26527,26402,26163,24278,23596,23128,19784,16823,15252,13203,10842,8086,5427,3404,1926,903,340,81
58,2014,2,306643,5849,22277,26146,25319,25337,25144,23923,24161,23696,20502,17770,16151,13801,11414,8749,6254,4452,3007,1705,724,262
58,2015,1,308370,6121,23860,28201,26676,26269,26382,24655,23697,23462,20503,17192,15496,13508,11187,8466,5717,3567,2011,945,363,92
58,2015,2,311375,5796,22418,26533,25432,25171,25341,24112,24216,24051,21197,18153,16485,14215,11831,9201,6595,4648,3124,1804,769,283
58,2016,1,312859,5920,23900,28818,26849,26213,26450,25067,23881,23640,21228,17656,15717,13815,11511,8837,6033,3744,2097,997,380,106
58,2016,2,316038,5610,22454,27092,25565,25078,25384,24372,24311,24248,21904,18622,16773,14640,12233,9646,6971,4862,3247,1900,824,302
58,2017,1,317278,5746,23907,29341,27063,26226,26389,25514,24129,23700,21916,18212,15932,14120,11823,9203,6363,3937,2190,1050,399,118
58,2017,2,320635,5442,22466,27578,25717,25070,25289,24710,24416,24326,22589,19176,17029,15069,12625,10088,7373,5094,3380,1992,879,327
58,2018,1,321623,5613,23865,29738,27349,26310,26234,25948,24422,23710,22532,18840,16168,14409,12131,9547,6712,4143,2297,1104,417,134
58,2018,2,325161,5307,22438,27959,25928,25117,25111,25076,24534,24334,23210,19795,17291,15487,13014,10515,7795,5349,3524,2086,940,351
58,2019,1,325888,5529,23771,29990,27715,26429,26069,26301,24767,23726,23030,19522,16456,14680,12430,9885,7057,4376,2409,1161,440,145
58,2019,2,329613,5208,22367,28229,26199,25211,24905,25383,24687,24341,23721,20461,17594,15868,13413,10928,8226,5630,3680,2182,1001,379
58,2020,1,330070,5525,23601,30028,28215,26582,25937,26520,25145,23832,23362,20235,16821,14927,12728,10211,7404,4619,2537,1218,466,157
58,2020,2,333987,5178,22232,28316,26587,25323,24739,25583,24875,24395,24076,21151,17976,16200,13822,11335,8655,5942,3852,2274,1065,411
58,2021,1,334174,5593,23358,29866,28835,26755,25884,26593,25557,24013,23543,20957,17280,15147,13029,10519,7740,4890,2674,1277,495,169
58,2021,2,338287,5239,22008,28168,27147,25454,24645,25626,25134,24492,24273,21857,18442,16488,14238,11724,9082,6287,4037,2371,1130,445
58,2022,1,338206,5649,23136,29700,29355,26968,25901,26532,26006,24264,23605,21639,17833,15360,13327,10816,8074,5168,2825,1342,526,180
58,2022,2,342520,5294,21798,28010,27633,25606,24640,25530,25470,24597,24354,22536,18993,16746,14661,12107,9498,6658,4238,2477,1192,482
58,2023,1,342167,5689,22937,29526,29754,27257,25984,26381,26440,24556,23619,22249,18452,15599,13607,11112,8390,5465,2982,1418,556,194
58,2023,2,346683,5337,21609,27845,28017,25818,24682,25352,25836,24717,24361,23155,19608,17008,15072,12488,9906,7042,4459,2595,1257,519
58,2024,1,346055,5711,22770,29351,30006,27621,26105,26220,26791,24904,23637,22746,19125,15882,13877,11396,8698,5761,3164,1494,588,208
58,2024,2,350778,5364,21446,27678,28282,26092,24775,25145,26144,24869,24371,23665,20269,17309,15449,12877,10298,7439,4704,2716,1323,563
58,2025,1,349870,5702,22654,29177,30043,28124,26259,26089,27012,25278,23749,23077,19828,16245,14116,11686,8996,6055,3353,1581,623,223
58,2025,2,354803,5367,21325,27515,28369,26477,24888,24979,26342,25058,24424,24019,20956,17690,15777,13275,10689,7833,4972,2853,1387,608
58,2026,1,353619,5668,22583,29001,29882,28740,26434,26041,27085,25693,23928,23258,20543,16697,14333,11975,9281,6341,3564,1676,656,240
58,2026,2,358764,5336,21258,27350,28222,27036,25017,24885,26389,25313,24524,24214,21658,18153,16063,13680,11059,8226,5272,2999,1456,654
58,2027,1,357308,5640,22524,28836,29714,29262,26648,26057,27028,26141,24178,23326,21217,17239,14545,12259,9557,6626,3780,1779,695,257
58,2027,2,362665,5309,21202,27195,28064,27522,25171,24880,26291,25650,24630,24295,22331,18700,16319,14093,11424,8609,5592,3158,1529,701
62,2010,1,322712,5870,23363,29520,30104,30029,26465,25193,24917,22159,19326,18110,16395,14518,12167,9159,6554,4502,2689,1230,369,73
62,2010,2,325565,5452,22002,28108,28751,28937,25729,25138,25590,22681,19952,18768,16863,14820,12516,9783,7441,5708,4028,2167,871,260
62,2011,1,327873,5987,23623,29534,30062,30302,27004,25351,25348,22970,19799,18304,16698,14798,12544,9554,6792,4628,2774,1307,412,82
62,2011,2,330613,5571,22222,28058,28672,29123,26189,25182,25982,23561,20347,18986,17237,15171,12927,10220,7691,5841,4141,2285,929,278
62,2012,1,333014,6119,23880,29547,30055,30395,27666,25527,25641,23777,20380,18487,17008,15071,12890,9964,7057,4760,2863,1379,454,94
62,2012,2,335649,5718,22445,27993,28639,29128,26777,25249,26193,24454,20863,19171,17612,15518,13318,10667,7979,5986,4245,2407,987,300
62,2013,1,338129,6246,24124,29588,30075,30362,28362,25749,25843,24541,21048,18695,17308,15341,13213,10378,7343,4908,2955,1448,494,108
62,2013,2,340668,5867,22666,27945,28631,29014,27405,25372,26274,25303,21492,19352,17976,15863,13693,11118,8302,6145,4349,2527,1043,331
62,2014,1,343212,6352,24356,29672,30100,30278,28992,26045,25999,25223,21786,18961,17584,15620,13512,10787,7649,5078,3045,1511,540,122
62,2014,2,345661,6008,22888,27925,28623,28862,27958,25576,26302,26047,22222,19573,18299,16216,14055,11557,8664,6324,4456,2637,1107,362
62,2015,1,348253,6403,24558,29842,30127,30198,29465,26446,26147,25799,22568,19325,17814,15908,13798,11169,7989,5261,3143,1572,581,140
62,2015,2,350621,6098,23095,27991,28600,28729,28350,25887,26333,26630,23038,19867,18573,16578,14409,11980,9055,6527,4571,2740,1177,393
62,2016,1,353253,6319,24690,30220,30141,30158,29739,26984,26310,26225,23377,19796,18011,16209,14076,11527,8346,5465,3249,1631,621,159
62,2016,2,355546,6015,23223,28331,28548,28650,28536,26349,26376,27023,23918,20259,18791,16953,14757,12380,9471,6761,4692,2834,1251,428
62,2017,1,358210,6224,24814,30610,30153,30153,29835,27642,26489,26522,24178,20374,18198,16519,14345,11858,8715,5693,3354,1696,660,178
62,2017,2,360436,5914,23349,28699,28485,28620,28539,26934,26443,27238,24807,20773,18982,17325,15103,12762,9894,7028,4824,2923,1333,461
62,2018,1,363118,6130,24917,30981,30194,30176,29806,28336,26711,26726,24938,21038,18408,16821,14609,12168,9091,5937,3475,1760,700,196
62,2018,2,365285,5809,23463,29067,28438,28614,28424,27560,26567,27320,25656,21400,19163,17687,15448,13130,10323,7326,4968,3012,1410,500
62,2019,1,367973,6046,24996,31318,30280,30198,29724,28965,27009,26886,25616,21771,18679,17092,14888,12453,9464,6200,3611,1824,735,218
62,2019,2,370087,5702,23561,29432,28420,28603,28274,28110,26772,27349,26398,22127,19389,18009,15799,13483,10743,7658,5130,3101,1486,541
62,2020,1,372770,5993,25031,31573,30445,30228,29650,29436,27410,27032,26195,22545,19042,17325,15172,12730,9810,6492,3755,1896,769,241
62,2020,2,374840,5623,23621,29729,28485,28581,28140,28502,27083,27382,26979,22941,19680,18289,16155,13835,11144,8019,5309,3201,1556,586
62,2021,1,377510,6024,24970,31622,30825,30246,29605,29713,27948,27196,26620,23350,19509,17528,15463,13000,10139,6799,3915,1971,804,263
62,2021,2,379542,5652,23562,29776,28824,28530,28059,28688,27546,27426,27372,23817,20072,18507,16529,14178,11526,8400,5518,3304,1622,634
62,2022,1,382193,6060,24896,31652,31214,30256,29605,29811,28602,27381,26916,24146,20080,17716,15770,13258,10449,7111,4096,2046,845,283
62,2022,2,384194,5688,23489,29802,29190,28465,28030,28691,28131,27491,27591,24702,20584,18700,16900,14517,11893,8791,5750,3415,1687,687
62,2023,1,386817,6094,24816,31665,31585,30297,29629,29785,29296,27602,27121,24901,20737,17930,16065,13520,10731,7435,4287,2132,882,307
62,2023,2,388793,5727,23409,29808,29557,28423,28021,28576,28754,27620,27671,25549,21210,18882,17259,14858,12245,9186,6012,3533,1753,740
62,2024,1,391379,6127,24739,31657,31921,30388,29651,29704,29925,27899,27284,25574,21463,18203,16332,13789,10998,7753,4494,2228,921,329
62,2024,2,393336,5767,23323,29802,29921,28403,28011,28427,29302,27825,27703,26287,21931,19111,17580,15203,12588,9574,6300,3665,1819,794
62,2025,1,395877,6147,24673,31640,32176,30551,29685,29631,30397,28299,27432,26150,22228,18563,16564,14064,11258,8053,4721,2331,963,351
62,2025,2,397820,5799,23246,29781,30221,28467,27990,28288,29696,28135,27741,26862,22742,19404,17857,15558,12928,9941,6615,3812,1892,845
62,2026,1,400313,6136,24642,31607,32227,30930,29704,29590,30671,28838,27598,26573,23025,19025,16765,14345,11512,8337,4965,2441,1009,373
62,2026,2,402248,5787,23215,29751,30267,28806,27937,28209,29878,28601,27782,27258,23611,19796,18080,15921,13261,10298,6943,3980,1969,898
62,2027,1,404690,6122,24614,31571,32255,31319,29717,29588,30774,29489,27785,26871,23811,19588,16955,14641,11755,8607,5208,2569,1053,398
62,2027,2,406621,5774,23188,29716,30291,29174,27870,28178,29883,29185,27848,27478,24492,20300,18277,16287,13587,10640,7286,4165,2047,955
66,2010,1,613103,13867,53449,66602,68062,64459,52103,46417,44096,37727,32052,29026,25723,22580,18287,14016,10462,7382,4200,1886,572,135
66,2010,2,626008,12854,50512,63870,65537,63439,52827,48278,46497,39959,33619,30202,27088,24053,19909,15434,11980,9155,6056,3217,1178,344
66,2011,1,622489,14184,53981,66260,67802,65835,53865,46607,44688,39073,32855,29466,26181,22992,18885,14460,10719,7554,4360,1960,623,139
66,2011,2,635622,13149,50938,63460,65241,64483,54324,48457,47096,41419,34553,30697,27601,24535,20615,16030,12331,9390,6270,3375,1290,368
66,2012,1,631855,14450,54540,66071,67427,66705,55989,46965,45022,40420,33799,29895,26685,23360,19476,14938,11010,7715,4532,2035,672,149
66,2012,2,645207,13443,51396,63126,64892,65041,56164,48754,47433,42858,35643,31200,28138,24984,21293,16673,12719,9624,6493,3532,1399,402
66,2013,1,641191,14634,55095,66077,66979,67150,58265,47561,45189,41690,34872,30351,27212,23709,20046,15446,11330,7882,4705,2119,717,162
66,2013,2,654753,13700,51869,62917,64499,65219,58134,49237,47602,44198,36863,31753,28684,25425,21928,17349,13146,9873,6715,3690,1508,444
66,2014,1,650481,14731,55623,66271,66507,67284,60435,48476,45289,42800,36050,30894,27728,24076,20570,15979,11682,8066,4871,2209,758,182
66,2014,2,664245,13908,52343,62839,64075,65144,59986,49994,47703,45351,38191,32399,29223,25873,22517,18044,13617,10141,6938,3854,1612,493
66,2015,1,659702,14698,56064,66703,66073,67190,62282,49796,45398,43672,37331,31553,28209,24486,21036,16537,12063,8272,5026,2310,802,201
66,2015,2,673663,14005,52772,62970,63644,64927,61507,51090,47822,46244,39604,33181,29735,26355,23047,18744,14137,10439,7156,4020,1715,549
66,2016,1,668863,14411,56330,67559,65734,66936,63659,51551,45599,44271,38669,32353,28653,24950,21446,17108,12474,8503,5168,2423,844,222
66,2016,2,683015,13742,53006,63696,63237,64640,62552,52588,48007,46847,41063,34111,30233,26869,23527,19433,14705,10771,7369,4191,1818,610
66,2017,1,677974,14150,56548,68391,65547,66570,64532,53669,45964,44611,40015,33291,29084,25457,21816,17674,12914,8760,5305,2544,887,245
66,2017,2,692309,13480,53222,64450,62909,64295,63116,54425,48310,47193,42498,35198,30736,27405,23980,20095,15318,11131,7587,4367,1922,672
66,2018,1,687008,13933,56689,69134,65559,66131,64980,55939,46562,44786,41281,34359,29546,25984,22171,18217,13381,9046,5447,2660,935,268
66,2018,2,701524,13230,53393,65185,62702,63909,63297,56394,48796,47368,43838,36413,31291,27950,24424,20715,15962,11530,7815,4546,2028,738
66,2019,1,695946,13760,56745,69768,65754,65665,65124,58102,47481,44892,42388,35531,30090,26502,22539,18721,13874,9353,5603,2776,988,290
66,2019,2,710638,13001,53506,65871,62627,63487,63228,58248,49555,47477,44989,37738,31934,28493,24873,21293,16621,11970,8057,4728,2136,806
66,2020,1,704765,13669,56681,70181,66190,65236,65039,59945,48800,45013,43261,36801,30746,26986,22952,19172,14384,9690,5775,2883,1050,311
66,2020,2,719632,12830,53521,66406,62758,63062,63018,59766,50654,47602,45886,39140,32717,29003,25358,21815,17290,12450,8325,4907,2249,875
66,2021,1,713474,13739,56414,70169,67045,64907,64795,61322,50549,45221,43862,38132,31542,27435,23414,19570,14912,10048,5965,2987,1112,334
66,2021,2,728514,12891,53269,66380,63489,62659,62734,60815,52153,47792,46489,40596,33643,29499,25875,22291,17947,12975,8620,5083,2368,946
66,2022,1,722085,13796,56125,70133,67878,64724,64440,62197,52665,45585,44213,39465,32475,27871,23916,19937,15434,10427,6177,3089,1178,360
66,2022,2,737293,12945,52992,66337,64245,62334,62395,61378,53992,48097,46841,42027,34721,30009,26405,22743,18580,13540,8941,5263,2488,1020
66,2023,1,730582,13831,55829,70063,68625,64741,64008,62653,54926,46189,44393,40728,33530,28338,24436,20288,15934,10835,6407,3196,1245,387
66,2023,2,745957,12992,52694,66262,64982,62131,62012,61563,55960,48589,47021,43363,35927,30564,26948,23187,19173,14134,9293,5453,2611,1098
66,2024,1,738954,13850,55535,69952,69258,64940,63553,62806,57084,47109,44509,41827,34690,28882,24948,20653,16401,11264,6655,3311,1310,417
66,2024,2,754494,13032,52390,66149,65669,62059,61594,61498,57812,49350,47138,44506,37246,31208,27493,23630,19731,14741,9678,5654,2738,1178
66,2025,1,747191,13837,55266,69802,69678,65375,63133,62732,58922,48427,44636,42697,35949,29536,25426,21059,16824,11708,6925,3434,1376,449
66,2025,2,762896,13052,52101,65998,66201,62195,61171,61294,59328,50454,47264,45408,38635,31986,28002,24115,20237,15357,10101,5872,2863,1262
66,2026,1,755306,13757,55067,69614,69661,66235,62814,62492,60303,50168,44853,43302,37264,30322,25875,21509,17200,12163,7213,3575,1436,483
66,2026,2,771174,12978,51904,65811,66182,62924,60771,61015,60381,51948,47461,46010,40083,32904,28501,24625,20701,15963,10560,6112,2988,1352
66,2027,1,763311,13690,54859,69382,69632,67067,62638,62150,61180,52279,45223,43656,38580,31244,26308,21996,17550,12618,7515,3726,1499,519
66,2027,2,779339,12911,51707,65591,66138,63682,60450,60677,60947,53787,47769,46370,41501,33975,29009,25150,21141,16551,11052,6370,3117,1444
70,2010,1,343077,7190,28062,34273,33809,32759,28599,26426,25663,22494,18564,16890,15530,14534,12586,9676,6710,4800,2832,1268,339,73
70,2010,2,352999,6689,26411,32536,32244,31888,27803,26169,25612,23094,19546,18185,17291,16329,14407,11545,8699,6691,4575,2309,767,209
70,2011,1,347533,7106,28006,34377,33885,33222,29294,26549,25885,23296,19172,17067,15694,14616,12857,10059,6939,4850,2901,1309,377,72
70,2011,2,357119,6637,26336,32496,32205,32223,28512,26220,25799,23763,20112,18303,17413,16478,14744,11978,8996,6773,4672,2408,835,216
70,2012,1,351996,7024,27937,34493,33980,33506,30093,26760,25992,24023,19898,17261,15891,14680,13097,10423,7226,4898,2979,1348,411,76
70,2012,2,361244,6601,26252,32462,32215,32333,29344,26337,25901,24350,20787,18448,17544,16600,15047,12403,9344,6874,4759,2514,902,227
70,2013,1,356460,6925,27845,34645,34091,33655,30928,27067,26035,24651,20708,17505,16107,14743,13298,10769,7552,4965,3057,1386,445,83
70,2013,2,365370,6550,26157,32474,32244,32291,30206,26552,25949,24842,21530,18649,17683,16708,15311,12816,9726,7008,4845,2616,965,248
70,2014,1,360918,6797,27734,34841,34198,33738,31704,27494,26067,25154,21552,17842,16321,14828,13466,11090,7898,5068,3130,1430,472,94
70,2014,2,369490,6472,26055,32546,32262,32187,30977,26909,25969,25236,22288,18954,17815,16813,15537,13209,10130,7186,4928,2717,1026,274
70,2015,1,365362,6612,27581,35120,34308,33801,32349,28047,26130,25520,22389,18311,16516,14955,13593,11381,8256,5215,3193,1481,497,107
70,2015,2,373597,6314,25928,32746,32246,32100,31556,27440,25990,25531,23016,19383,17941,16926,15724,13578,10540,7418,5014,2812,1091,303
70,2016,1,369794,6687,27573,34982,34411,33878,32812,28746,26256,25742,23189,18915,16695,15126,13685,11649,8602,5419,3251,1533,522,121
70,2016,2,377694,6367,25937,32620,32210,32058,31891,28152,26042,25721,23685,19947,18059,17056,15881,13912,10955,7698,5109,2903,1156,335
70,2017,1,374215,6762,27555,34836,34529,33975,33099,29539,26470,25853,23912,19634,16894,15327,13764,11885,8938,5667,3302,1594,548,132
70,2017,2,381779,6414,25943,32499,32177,32073,32002,28982,26161,25824,24273,20622,18207,17191,16013,14214,11363,8020,5219,2989,1225,368
