CodProv,Ano,Sexo,Total,0,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80-84,85-89,90-94,95-
70,2018,1,378617,6852,27515,34645,34682,34089,33246,30377,26774,25905,24536,20436,17141,15545,13840,12089,9255,5946,3369,1655,573,147
70,2018,2,385847,6470,25929,32356,32191,32104,31960,29842,26378,25876,24764,21362,18413,17333,16132,14478,11758,8374,5355,3072,1296,404
70,2019,1,382990,6956,27446,34408,34877,34196,33336,31147,27209,25934,25040,21273,17475,15768,13936,12259,9555,6238,3465,1712,599,161
70,2019,2,389886,6541,25889,32179,32265,32120,31857,30614,26735,25898,25162,22116,18719,17472,16242,14708,12137,8746,5523,3158,1365,440
70,2020,1,387326,7094,27330,34074,35154,34309,33400,31795,27759,25998,25407,22104,17940,15967,14072,12394,9828,6543,3590,1762,631,175
70,2020,2,393891,6658,25792,31893,32467,32103,31774,31192,27267,25922,25457,22842,19148,17601,16364,14899,12494,9127,5735,3240,1435,481
70,2021,1,391627,7054,27378,34143,35018,34413,33477,32259,28455,26132,25627,22898,18539,16150,14249,12498,10080,6841,3754,1811,663,188
70,2021,2,397862,6623,25832,31959,32337,32071,31732,31526,27981,25975,25649,23511,19708,17726,16500,15064,12817,9512,5985,3332,1498,524
70,2022,1,395895,7011,27418,34200,34871,34531,33579,32546,29248,26346,25742,23615,19251,16354,14453,12586,10309,7128,3949,1858,698,202
70,2022,2,401802,6589,25859,32014,32219,32038,31746,31640,28808,26099,25755,24094,20380,17879,16643,15202,13111,9893,6266,3435,1564,568
70,2023,1,400125,6959,27457,34252,34682,34684,33694,32695,30084,26653,25795,24235,20042,16601,14673,12678,10505,7404,4164,1917,733,218
70,2023,2,405705,6553,25883,32052,32079,32052,31780,31598,29669,26314,25810,24588,21114,18085,16793,15328,13374,10259,6577,3552,1630,615
70,2024,1,404312,6901,27497,34286,34447,34881,33802,32787,30854,27086,25830,24736,20866,16937,14896,12783,10674,7667,4391,1988,770,233
70,2024,2,409566,6507,25909,32086,31901,32129,31794,31499,30435,26675,25835,24986,21864,18392,16938,15448,13602,10614,6898,3697,1695,662
70,2025,1,408452,6830,27550,34308,34113,35159,33919,32851,31501,27635,25897,25101,21686,17399,15100,12925,10808,7910,4627,2082,800,251
70,2025,2,413383,6445,25953,32108,31615,32329,31780,31411,31019,27207,25860,25284,22584,18822,17072,15575,13798,10950,7230,3869,1760,712
70,2026,1,412547,6835,27526,34316,34182,35025,34020,32930,31967,28332,26029,25327,22470,17984,15287,13104,10924,8133,4859,2196,832,269
70,2026,2,417155,6450,25926,32113,31683,32201,31747,31372,31355,27917,25915,25478,23251,19377,17204,15719,13964,11257,7567,4069,1829,761
70,2027,1,416597,6837,27496,34319,34236,34878,34144,33034,32253,29123,26246,25439,23181,18682,15496,13309,11017,8340,5086,2329,864,288
70,2027,2,420882,6454,25895,32108,31738,32083,31717,31385,31467,28745,26045,25586,23829,20044,17361,15868,14107,11540,7899,4294,1906,811
74,2010,1,219940,4095,16272,21023,21760,20467,17490,16581,16967,14825,12993,11983,10792,9720,8248,6342,4428,3125,1744,783,247,55
74,2010,2,224004,3767,15457,20417,21147,20221,17510,16955,17206,14823,12867,11996,10991,9999,8686,7089,5361,4146,2925,1606,643,192
74,2011,1,223189,4126,16242,20855,21757,20941,17994,16577,17132,15376,13274,12159,10996,9894,8473,6631,4607,3189,1827,813,266,60
74,2011,2,227245,3784,15376,20224,21149,20606,17940,16917,17416,15425,13147,12126,11199,10209,8943,7381,5565,4243,3004,1688,695,208
74,2012,1,226438,4155,16256,20714,21674,21314,18583,16664,17150,15946,13607,12329,11212,10061,8685,6907,4824,3249,1913,844,285,66
74,2012,2,230486,3824,15340,20021,21093,20889,18466,16940,17479,16046,13491,12256,11403,10408,9195,7661,5806,4343,3082,1771,743,229
74,2013,1,229686,4183,16304,20605,21531,21589,19213,16846,17078,16490,13987,12507,11434,10225,8890,7166,5068,3317,1996,881,304,72
74,2013,2,233725,3886,15348,19810,20989,21079,19041,17038,17444,16638,13902,12396,11599,10603,9438,7930,6072,4456,3162,1849,790,255
74,2014,1,232930,4214,16384,20518,21353,21771,19828,17135,16979,16946,14428,12708,11642,10397,9086,7408,5332,3404,2073,924,320,80
74,2014,2,236959,3969,15398,19594,20846,21196,19598,17236,17364,17142,14379,12568,11780,10793,9676,8190,6354,4587,3244,1923,838,284
74,2015,1,236166,4257,16485,20441,21170,21858,20387,17533,16911,17271,14925,12945,11835,10583,9271,7636,5594,3529,2138,972,336,89
74,2015,2,240185,4075,15490,19369,20672,21259,20083,17544,17288,17514,14925,12789,11933,10994,9899,8444,6636,4745,3332,1991,891,312
74,2016,1,239393,4269,16578,20444,21000,21859,20861,18036,16907,17433,15474,13228,12012,10784,9447,7853,5855,3680,2196,1025,356,96
74,2016,2,243403,4099,15562,19306,20483,21258,20469,17976,17252,17721,15527,13071,12062,11203,10109,8697,6910,4935,3420,2059,942,342
74,2017,1,242612,4275,16671,20489,20860,21775,21233,18625,16995,17457,16039,13558,12183,11000,9614,8056,6107,3863,2250,1084,375,103
74,2017,2,246613,4103,15652,19310,20281,21201,20752,18501,17273,17789,16148,13414,12192,11409,10305,8943,7179,5155,3514,2122,1000,370
74,2018,1,245817,4276,16763,20565,20754,21632,21508,19251,17181,17384,16583,13934,12364,11220,9778,8255,6343,4070,2307,1142,393,114
74,2018,2,249812,4088,15753,19377,20073,21097,20946,19075,17372,17753,16737,13825,12335,11604,10501,9181,7437,5399,3614,2192,1049,404
74,2019,1,249005,4269,16856,20675,20663,21458,21693,19862,17471,17287,17036,14376,12562,11427,9951,8447,6562,4294,2380,1194,419,123
74,2019,2,252995,4052,15867,19511,19855,20960,21059,19629,17574,17678,17236,14303,12504,11789,10691,9414,7684,5659,3731,2261,1103,435
74,2020,1,252170,4250,16948,20821,20590,21273,21777,20423,17868,17222,17360,14867,12799,11618,10142,8625,6773,4514,2483,1240,446,131
74,2020,2,256158,3994,15994,19711,19629,20786,21123,20117,17880,17602,17611,14842,12728,11940,10893,9633,7930,5916,3872,2334,1150,473
74,2021,1,255311,4252,17010,20924,20595,21103,21782,20896,18372,17216,17523,15413,13081,11795,10338,8801,6973,4736,2601,1282,476,142
74,2021,2,259299,3983,16061,19811,19566,20596,21124,20500,18315,17566,17818,15445,13006,12072,11101,9842,8170,6169,4040,2408,1196,510
74,2022,1,258428,4253,17061,21027,20636,20962,21703,21270,18955,17308,17549,15971,13408,11967,10553,8964,7163,4949,2744,1325,507,153
74,2022,2,262417,3982,16110,19904,19572,20396,21064,20787,18836,17589,17888,16062,13349,12202,11306,10037,8408,6414,4233,2486,1244,548
74,2023,1,261514,4257,17098,21119,20712,20861,21560,21541,19583,17494,17476,16516,13777,12150,10770,9126,7348,5152,2903,1367,541,163
74,2023,2,265509,3988,16139,19992,19641,20186,20964,20980,19409,17689,17852,16651,13758,12345,11502,10230,8636,6656,4440,2570,1294,587
74,2024,1,264567,4264,17121,21203,20825,20768,21387,21733,20190,17783,17380,16965,14218,12345,10976,9296,7529,5342,3075,1419,571,177
74,2024,2,268570,4005,16151,20068,19775,19969,20826,21092,19964,17892,17781,17144,14236,12513,11686,10418,8864,6886,4664,2667,1344,625
74,2025,1,267582,4274,17128,21278,20971,20695,21205,21814,20752,18178,17321,17283,14706,12581,11165,9484,7694,5528,3244,1493,598,190
74,2025,2,271596,4028,16144,20138,19971,19745,20654,21156,20452,18196,17709,17518,14772,12737,11837,10619,9074,7114,4890,2780,1395,667
74,2026,1,270559,4273,17135,21342,21072,20704,21033,21825,21223,18683,17315,17449,15240,12863,11342,9674,7862,5701,3416,1576,624,207
74,2026,2,274585,4032,16145,20192,20075,19681,20463,21160,20831,18633,17673,17730,15366,13014,11973,10824,9276,7341,5107,2914,1450,705
74,2027,1,273496,4270,17131,21395,21175,20746,20893,21747,21599,19265,17407,17477,15791,13185,11514,9885,8015,5871,3582,1675,650,223
74,2027,2,277536,4028,16140,20244,20164,19690,20265,21097,21122,19153,17695,17801,15980,13357,12103,11026,9470,7559,5324,3065,1507,746
78,2010,1,141644,2826,11663,13979,12570,12304,12416,13062,12985,10603,8657,7945,6795,5336,3829,2629,1870,1191,642,256,67,19
78,2010,2,133808,2678,11010,13380,12283,11771,11255,11885,11848,9799,8053,7244,6095,4900,3756,2844,2049,1463,865,446,146,38
78,2011,1,146235,2894,11975,14450,13006,12426,12513,13307,13571,11351,8999,8114,7058,5592,4039,2752,1910,1236,672,277,74,19
78,2011,2,138179,2760,11281,13725,12657,11939,11467,12133,12374,10434,8360,7422,6340,5111,3941,2966,2145,1527,919,471,166,41
78,2012,1,150842,2989,12251,14843,13506,12573,12637,13501,14041,12139,9430,8277,7314,5846,4263,2891,1959,1281,700,298,83,20
78,2012,2,142565,2861,11530,14014,13066,12117,11710,12330,12814,11107,8740,7592,6584,5327,4134,3096,2251,1586,979,496,186,45
78,2013,1,155459,3107,12497,15160,14045,12767,12777,13648,14424,12928,9948,8455,7552,6102,4501,3043,2019,1322,731,320,90,23
78,2013,2,146961,2975,11760,14256,13491,12318,11963,12500,13185,11787,9189,7768,6824,5543,4338,3234,2362,1646,1044,523,205,50
78,2014,1,160081,3234,12719,15418,14592,13033,12915,13763,14743,13682,10548,8667,7770,6358,4743,3210,2095,1364,763,339,101,24
78,2014,2,151363,3093,11975,14458,13909,12572,12199,12660,13507,12441,9705,7970,7049,5767,4546,3380,2481,1711,1107,552,224,57
78,2015,1,164703,3359,12921,15634,15120,13385,13039,13852,15028,14371,11222,8934,7960,6617,4989,3388,2190,1400,796,360,112,26
78,2015,2,155766,3204,12179,14640,14299,12886,12394,12834,13800,13041,10286,8214,7248,6000,4750,3548,2593,1790,1168,586,241,65
78,2016,1,169327,3357,13053,16011,15590,13822,13159,13948,15276,14952,11967,9271,8129,6874,5232,3588,2296,1441,831,379,123,28
78,2016,2,160172,3188,12313,14992,14642,13262,12561,13043,14050,13565,10918,8522,7422,6244,4957,3724,2709,1880,1222,627,257,74
78,2017,1,173956,3339,13192,16384,15982,14319,13306,14075,15468,15421,12749,9699,8292,7124,5478,3791,2423,1484,865,400,133,32
78,2017,2,164586,3163,12453,15339,14933,13670,12737,13286,14244,14007,11584,8899,7596,6485,5168,3912,2835,1973,1271,673,273,85
78,2018,1,178589,3311,13340,16747,16300,14858,13497,14215,15616,15805,13529,10213,8471,7355,5723,4013,2561,1536,899,419,146,35
78,2018,2,169004,3129,12596,15684,15174,14092,12941,13535,14417,14376,12264,9340,7775,6721,5379,4111,2963,2075,1323,724,289,96
78,2019,1,183222,3277,13492,17097,16558,15401,13766,14351,15732,16122,14282,10804,8680,7573,5970,4238,2708,1601,933,442,154,41
78,2019,2,173425,3093,12742,16015,15377,14510,13194,13768,14575,14700,12914,9857,7972,6944,5603,4306,3105,2183,1381,770,309,107
78,2020,1,187852,3244,13646,17425,16773,15929,14115,14473,15825,16405,14966,11472,8946,7760,6219,4468,2866,1681,964,463,168,44
78,2020,2,177846,3059,12886,16333,15558,14900,13504,13962,14750,14993,13512,10434,8215,7142,5830,4506,3261,2288,1450,814,331,118
78,2021,1,192484,3293,13720,17557,17151,16397,14552,14594,15918,16655,15542,12209,9278,7930,6466,4694,3046,1771,997,485,178,51
78,2021,2,182272,3109,12952,16451,15909,15241,13879,14131,14958,15241,14033,11066,8517,7317,6071,4706,3428,2394,1527,856,359,127
78,2022,1,197121,3349,13794,17676,17524,16789,15045,14745,16043,16849,16009,12982,9700,8092,6708,4922,3225,1881,1031,511,188,58
78,2022,2,186706,3162,13018,16565,16259,15532,14285,14304,15200,15435,14475,11726,8891,7491,6308,4908,3607,2512,1607,894,388,139
78,2023,1,201759,3409,13869,17794,17888,17106,15582,14932,16187,16996,16391,13755,10207,8268,6932,5154,3423,1994,1075,534,200,63
78,2023,2,191145,3220,13083,16674,16604,15771,14708,14507,15447,15609,14841,12403,9330,7667,6539,5117,3794,2628,1695,937,419,152
78,2024,1,206396,3469,13947,17912,18237,17366,16123,15199,16322,17112,16709,14501,10787,8478,7142,5385,3628,2116,1125,558,212,68
78,2024,2,195588,3278,13155,16784,16931,15976,15123,14759,15679,15765,15170,13048,9839,7865,6757,5337,3980,2756,1787,983,451,165
78,2025,1,211032,3529,14031,18034,18564,17579,16648,15548,16444,17206,16995,15176,11446,8737,7326,5622,3831,2251,1186,579,225,75
78,2025,2,200033,3337,13228,16894,17251,16156,15511,15068,15872,15942,15459,13644,10413,8104,6954,5556,4168,2900,1878,1038,479,181
78,2026,1,215668,3556,14152,18156,18700,17954,17116,15982,16567,17299,17244,15748,12169,9064,7493,5854,4036,2397,1258,604,238,81
78,2026,2,204484,3360,13342,17011,17367,16507,15849,15445,16042,16146,15710,14161,11041,8401,7127,5792,4356,3051,1972,1099,507,198
78,2027,1,220309,3580,14282,18289,18816,18327,17507,16472,16719,17425,17437,16212,12929,9480,7650,6084,4241,2551,1340,627,253,88
78,2027,2,208944,3384,13462,17129,17481,16858,16141,15846,16214,16391,15900,14600,11698,8773,7299,6017,4553,3216,2071,1161,535,215
82,2010,1,1582187,26796,103122,127725,133210,138373,135868,131552,125448,104200,91312,88330,82833,75919,64976,51678,40250,29661,18773,9001,2599,561
82,2010,2,1675720,26473,99198,121352,129073,136455,135228,131404,127131,106784,94373,92785,88072,82277,74102,62846,54369,46489,35705,21240,8116,2248
82,2011,1,1595978,27442,104507,127386,131862,137838,136966,132087,127699,108380,92504,88433,83490,76606,66251,52686,40652,29764,18816,9191,2848,570
82,2011,2,1689430,26922,100420,120989,127214,135830,136343,131821,129047,110941,95537,92837,88929,83059,75458,64186,54736,46576,35792,21708,8721,2364
82,2012,1,1609962,27994,105937,127416,130617,136953,137884,132858,129074,112865,94257,88455,84178,77203,67449,53838,41146,29923,18892,9350,3069,604
82,2012,2,1703250,27163,101659,121227,125441,134772,137248,132573,130053,115359,97298,92754,89781,83810,76653,65698,55240,46717,35873,22116,9288,2527
82,2013,1,1624091,28385,107325,127879,129521,135807,138549,133812,129831,117309,96589,88556,84831,77750,68554,55090,41737,30157,18996,9495,3258,660
82,2013,2,1717137,27116,102790,122135,123859,133362,137877,133566,130440,119685,99662,92721,90555,84548,77710,67297,55916,46908,35974,22477,9794,2745
82,2014,1,1638315,28594,108615,128750,128614,134513,138876,134877,130284,121308,99546,88901,85360,78313,69542,56395,42445,30462,19137,9626,3418,739
82,2014,2,1731050,26779,103730,123652,122576,131698,138149,134698,130563,123501,102646,92945,91145,85315,78663,68880,56787,47162,36120,22790,10245,3006
82,2015,1,1652581,28531,109686,130114,127968,133159,138785,136032,130680,124517,103151,89628,85695,78949,70401,57703,43292,30837,19317,9749,3563,824
82,2015,2,1744951,26038,104324,125887,121702,129880,137992,135890,130727,126440,106273,93581,91476,86141,79528,70378,57881,47492,36308,23065,10651,3297
82,2016,1,1666849,28049,110406,132148,127635,131833,138279,137143,131239,126769,107312,90836,85852,79661,71140,58969,44282,31282,19522,9886,3693,913
82,2016,2,1758807,25661,104919,127564,121342,128027,137373,137006,131154,128361,110423,94755,91555,87019,80338,71723,59194,47915,36535,23310,11031,3602
82,2017,1,1681084,27571,110952,134130,127672,130610,137424,138076,132024,128157,111777,92592,85930,80400,71795,60167,45393,31794,19769,10036,3813,1002
82,2017,2,1772590,25366,105269,129046,121582,126263,136320,137915,131911,129375,114830,96521,91500,87893,81115,72920,60664,48459,36799,23549,11380,3913
82,2018,1,1695244,27149,111281,135914,128136,129536,136307,138757,132991,128932,116200,94918,86085,81102,72403,61285,46586,32385,20060,10201,3930,1086
82,2018,2,1786270,25219,105319,130133,122493,124685,134918,138545,132909,129777,119144,98882,91497,88688,81876,73990,62212,49151,37102,23800,11707,4223
82,2019,1,1709293,26808,111385,137416,129011,128646,135042,139101,134069,129403,120181,97864,86473,81683,73026,62296,47830,33063,20400,10385,4041,1170
82,2019,2,1799820,25234,105070,130742,124011,123408,133257,138824,134046,129907,122954,101858,91746,89303,82669,74953,63749,50016,37450,24079,12012,4532
82,2020,1,1723202,26621,111210,138428,130378,128014,133717,139028,135239,129816,123382,101442,87235,82080,73716,63189,49074,33857,20785,10588,4150,1253
82,2020,2,1813216,25510,104445,130599,126246,122537,131446,138670,135241,130083,125894,105468,92402,89662,83519,75833,65207,51079,37858,24382,12297,4838
82,2021,1,1736949,26699,110666,138672,132411,127694,132419,138543,136361,130390,125635,105574,88461,82301,74475,63975,50288,34759,21219,10805,4265,1337
82,2021,2,1826441,25547,103957,130822,127925,122183,129595,138057,136361,130519,127815,109604,93583,89776,84412,76667,66522,52335,38338,24709,12568,5146
82,2022,1,1750516,26773,110043,138744,134392,127748,131218,137709,137307,131187,127033,110003,90226,82442,75256,64685,51442,35765,21693,11045,4389,1416
82,2022,2,1839483,25556,103426,130876,129411,122422,127835,137010,137276,131281,128837,113992,95351,89758,85305,77463,67701,53728,38916,25055,12835,5449
82,2023,1,1763893,26830,109385,138654,136176,128221,130164,136616,138003,132164,127823,114392,92540,82660,76001,65354,52525,36833,22227,11313,4517,1495
82,2023,2,1852334,25503,102901,130785,130495,123337,126261,135612,137909,132287,129248,118289,97706,89787,86120,78246,68759,55192,39614,25425,13110,5748
82,2024,1,1777073,26861,108725,138422,137678,129105,129296,135371,138358,133255,128312,118341,95464,83103,76625,66034,53522,37940,22822,11607,4657,1575
82,2024,2,1864990,25390,102415,130554,131105,124854,124988,133954,138193,133426,129393,122084,100668,90068,86757,79055,69722,56643,40451,25830,13399,6041
82,2025,1,1790055,26838,108122,138063,138691,130481,128680,134065,138302,134435,128742,121526,99001,83905,77077,66773,54418,39046,23503,11927,4803,1657
82,2025,2,1877450,25174,102034,130206,130964,127089,124117,132148,138043,134628,129578,125016,104256,90740,87148,79921,70609,58025,41450,26270,13703,6331
82,2026,1,1802832,26714,107636,137601,138936,132517,128378,132786,137835,135566,129330,123776,103084,85145,77364,67576,55216,40135,24259,12280,4958,1740
82,2026,2,1889711,25062,101561,129762,131185,128768,123766,130302,137434,135751,130026,126937,108363,91932,87297,80827,71450,59281,42605,26763,14017,6622
82,2027,1,1815397,26599,107167,137052,139014,134500,128441,131604,137015,136524,130141,125183,107455,86909,77575,68392,55948,41179,25089,12657,5126,1827
82,2027,2,1901763,24965,101101,129237,131243,130255,124002,128545,136393,136670,130795,127967,112719,93699,87317,81732,72255,60416,43872,27323,14345,6912
86,2010,1,438380,8933,35554,47271,50140,45505,35768,32587,31550,26810,22630,20669,19275,17632,14217,10823,8010,5538,3337,1471,511,149
86,2010,2,440866,8301,33736,45506,48321,44446,36039,33652,32713,27236,22255,20371,19147,17131,14221,11560,9447,7322,5151,2787,1144,380
86,2011,1,443034,9004,35301,46492,49928,46931,36912,32373,31777,27806,23209,20840,19376,17873,14685,11124,8187,5636,3390,1519,525,146
86,2011,2,445775,8355,33407,44670,48056,45594,36984,33495,33141,28474,22946,20513,19324,17488,14668,11854,9619,7460,5236,2892,1200,399
86,2012,1,447753,9073,35215,45808,49416,48051,38418,32283,31780,28777,23894,21051,19501,18039,15158,11458,8378,5749,3445,1574,535,150
86,2012,2,450731,8436,33247,43885,47531,46472,38249,33414,33314,29692,23789,20704,19478,17806,15121,12183,9799,7613,5319,3005,1251,423
86,2013,1,452534,9161,35281,45203,48688,48850,40139,32389,31629,29657,24675,21324,19645,18155,15607,11821,8593,5877,3505,1630,547,158
86,2013,2,455734,8560,33249,43139,46809,47072,39702,33481,33296,30819,24767,20976,19618,18082,15570,12546,9996,7776,5405,3114,1301,456
86,2014,1,457369,9285,35470,44657,47850,49322,41902,32778,31395,30368,25548,21684,19799,18252,16007,12218,8826,6017,3575,1687,563,166
86,2014,2,460778,8746,33392,42413,45976,47391,41181,33775,33173,31772,25859,21358,19752,18325,15998,12937,10219,7945,5505,3214,1356,491
86,2015,1,462244,9489,35766,44105,47009,49451,43559,33518,31142,30852,26501,22148,19963,18348,16338,12646,9085,6168,3658,1737,586,175
86,2015,2,465853,9029,33669,41656,45118,47417,42548,34367,33006,32483,27042,21892,19881,18537,16397,13353,10476,8109,5626,3299,1426,522
86,2016,1,467154,9533,36006,43925,46236,49244,44984,34661,30937,31080,27493,22731,20143,18464,16586,13093,9375,6333,3746,1786,615,183
86,2016,2,470955,9083,33875,41386,44285,47158,43696,35313,32857,32911,28278,22583,20026,18721,16753,13793,10765,8280,5756,3383,1496,557
86,2017,1,472093,9545,36256,43918,45554,48741,46101,36163,30852,31094,28457,23412,20361,18606,16766,13547,9686,6512,3846,1837,649,190
86,2017,2,476079,9093,34112,41311,43499,46640,44576,36579,32779,33089,29492,23422,20225,18881,17072,14236,11087,8457,5903,3462,1573,591
86,2018,1,477042,9518,36511,44079,44951,48021,46906,37875,30965,30947,29336,24192,20641,18761,16897,13977,10031,6705,3959,1889,682,199
86,2018,2,481209,9048,34370,41441,42756,45923,45176,38035,32847,33075,30618,24399,20498,19029,17351,14678,11437,8651,6052,3549,1646,630
86,2019,1,481983,9445,36770,44395,44408,47192,47378,39635,31356,30723,30045,25058,21005,18926,17013,14366,10397,6917,4079,1948,716,211
86,2019,2,486326,8938,34649,41772,42036,45091,45497,39517,33143,32961,31565,25486,20882,19171,17596,15100,11815,8867,6212,3640,1717,671
86,2020,1,486897,9301,37046,44895,43864,46353,47517,41287,32098,30472,30534,26007,21466,19102,17129,14691,10794,7148,4208,2014,746,225
86,2020,2,491416,8741,34964,42335,41282,44237,45531,40881,33741,32791,32280,26662,21416,19307,17814,15492,12218,9112,6366,3748,1781,717
86,2021,1,491775,9246,37173,45184,43683,45590,47318,42711,33238,30273,30766,26993,22049,19288,17258,14944,11209,7405,4346,2083,777,241
86,2021,2,496470,8681,35091,42595,41014,43411,45273,42030,34686,32649,32710,27893,22104,19455,18007,15846,12640,9386,6527,3861,1846,765
86,2022,1,496611,9200,37233,45450,43680,44913,46823,43828,34736,30195,30782,27952,22723,19519,17414,15134,11626,7682,4496,2159,811,255
86,2022,2,501482,8630,35152,42847,40938,42626,44762,42910,35954,32577,32889,29100,22939,19661,18172,16162,13066,9692,6695,3984,1909,817
86,2023,1,501391,9166,37228,45680,43840,44314,46117,44635,36442,30313,30644,28825,23498,19800,17583,15282,12024,7982,4658,2241,846,273
86,2023,2,506439,8599,35140,43062,41068,41890,44050,43513,37407,32646,32878,30225,23907,19938,18329,16443,13490,10020,6876,4113,1974,871
86,2024,1,506101,9144,37155,45871,44160,43777,45295,45113,38196,30709,30425,29533,24352,20171,17757,15415,12388,8303,4833,2331,882,291
86,2024,2,511327,8593,35055,43235,41403,41168,43224,43835,38891,32945,32769,31167,24986,20322,18478,16692,13901,10374,7072,4249,2044,924
86,2025,1,510729,9149,37013,46007,44659,43239,44467,45258,39847,31444,30185,30023,25291,20629,17945,15550,12698,8647,5020,2428,921,309
86,2025,2,516137,8621,34894,43354,41967,40421,42371,43874,40253,33544,32604,31884,26151,20856,18621,16914,14279,10746,7302,4379,2125,977
86,2026,1,515273,9115,36873,46082,44950,43059,43716,45064,41269,32584,29991,30258,26270,21205,18138,15695,12946,9009,5227,2529,963,330
86,2026,2,520866,8588,34759,43424,42227,40154,41550,43621,41401,34491,32466,32313,27375,21537,18775,17115,14627,11138,7548,4516,2210,1031
86,2027,1,519733,9074,36707,46102,45216,43059,43048,44582,42382,34076,29921,30280,27219,21871,18376,15863,13137,9372,5452,2638,1011,347
86,2027,2,525514,8553,34597,43438,42480,40078,40769,43114,42284,35755,32402,32493,28573,22365,18985,17285,14937,11539,7817,4666,2298,1086
90,2010,1,733744,14917,57766,72110,74025,72024,63837,58760,57210,45885,37992,35635,34879,32454,25794,18363,13076,9580,5869,2619,768,181
90,2010,2,755481,13957,54355,68606,71444,70982,64145,59743,58606,47632,39744,38087,37567,34092,27793,21092,16786,13914,9634,5030,1760,512
90,2011,1,744127,15266,58394,71854,73745,73015,65521,58929,57964,48213,38912,35720,34815,32923,26886,19230,13387,9607,5988,2734,839,185
90,2011,2,765805,14312,54920,68155,70933,71755,65763,59885,59309,50004,40668,38046,37668,34848,28923,21968,17042,13992,9881,5272,1927,534
90,2012,1,754541,15569,59076,71759,73357,73664,67283,59486,58149,50654,40078,35906,34751,33212,27931,20167,13802,9651,6095,2849,905,197
90,2012,2,776148,14638,55553,67862,70341,72161,67423,60419,59457,52450,41881,38103,37674,35483,30011,22949,17410,14046,10114,5510,2090,573
90,2013,1,764968,15803,59776,71849,72911,74015,69013,60394,57986,52991,41510,36232,34706,33359,28881,21164,14312,9730,6192,2961,965,218
90,2013,2,786492,14908,56219,67760,69710,72248,69021,61303,59259,54766,43391,38308,37619,35989,31038,24008,17888,14114,10326,5741,2251,625
90,2014,1,775385,15972,60460,72106,72469,74108,70597,61608,57733,54973,43241,36724,34696,33409,29700,22188,14921,9868,6277,3064,1030,241
90,2014,2,796820,15118,56891,67837,69084,72080,70440,62489,58974,56706,45207,38717,37535,36364,31986,25108,18488,14226,10507,5965,2406,692
90,2015,1,785767,16050,61081,72548,72090,73996,71917,63104,57603,56385,45290,37424,34725,33403,30350,23230,15621,10078,6344,3168,1091,269
90,2015,2,807111,15239,57514,68118,68526,71708,71576,63941,58810,58070,47335,39367,37459,36602,32847,26221,19205,14403,10655,6181,2565,769
90,2016,1,796112,15807,61478,73524,71840,73721,72914,64784,57783,57142,47609,38339,34828,33369,30823,24256,16404,10365,6404,3269,1158,295
90,2016,2,817364,14981,57907,69045,68075,71207,72351,65559,58958,58777,49700,40292,37433,36718,33598,27316,20043,14667,10768,6396,2721,852
90,2017,1,806416,15571,61820,74510,71746,73340,73569,66544,58347,57338,50034,39498,35028,33334,31126,25242,17247,10736,6479,3360,1224,323
90,2017,2,827576,14725,58255,70005,67784,70621,72760,67222,59494,58934,52139,41501,37501,36743,34236,28375,20975,15027,10862,6600,2878,939
90,2018,1,816658,15357,62082,75448,71837,72899,73930,68273,59259,57184,52360,40917,35365,33320,31296,26141,18147,11176,6576,3449,1289,353
90,2018,2,837730,14487,58534,70942,67685,69994,72852,68820,60385,58740,54449,43008,37716,36707,34746,29376,21980,15483,10969,6793,3036,1028
90,2019,1,826817,15171,62262,76305,72094,72465,74029,69859,60478,56937,54332,42640,35860,33336,31376,26921,19072,11701,6712,3531,1351,385
90,2019,2,847805,14269,58742,71831,67761,69370,72689,70239,61576,58463,56386,44815,38129,36644,35133,30304,23019,16047,11112,6964,3186,1126
90,2020,1,836871,15035,62344,77007,72537,72092,73929,71178,61971,56820,55739,44670,36563,33388,31399,27556,20011,12298,6901,3598,1416,419
90,2020,2,857785,14104,58851,72575,68045,68818,72324,71375,63028,58306,57748,46935,38781,36587,35385,31147,24078,16714,11303,7114,3338,1229
90,2021,1,846819,15110,62168,77163,73515,71845,73667,72178,63651,57007,56495,46968,37475,33511,31396,28030,20940,12962,7142,3663,1479,454
90,2021,2,867668,14182,58671,72713,68975,68370,71826,72154,64648,58459,58458,49288,39705,36577,35518,31891,25117,17488,11564,7242,3490,1332
90,2022,1,856662,15177,61957,77271,74501,71756,73292,72845,65408,57574,56698,49372,38625,33723,31397,28342,21840,13676,7444,3736,1538,490
90,2022,2,877456,14258,58453,72807,69936,68083,71245,72566,66311,58999,58622,51712,40909,36660,35564,32523,26129,18344,11900,7356,3639,1440
90,2023,1,866387,15234,61720,77323,75436,71852,72864,73212,67138,58486,56552,51678,40028,34071,31414,28536,22664,14439,7791,3824,1596,529
90,2023,2,887136,14327,58210,72848,70877,67985,70623,72662,67907,59895,58434,54010,42410,36885,35550,33036,27085,19265,12316,7478,3783,1550
90,2024,1,875982,15281,61469,77318,76297,72112,72437,73321,68722,59707,56313,53634,41729,34573,31453,28653,23383,15224,8201,3939,1652,564
90,2024,2,896698,14387,57954,72841,71763,68067,70001,72504,69327,61085,58165,55943,44202,37304,35510,33432,27974,20218,12816,7632,3914,1659
